phase,trade_id,action,entry_time,exit_time,entry_price,exit_price,size,stop_loss,take_profit,pnl,pnl_pct,net_pnl,net_pnl_pct,exit_reason,conviction,regime,reasoning
baseline,BT-202506110000-59,LONG,2025-06-11T00:00:00+00:00,2025-06-11T22:15:00+00:00,110235.4,108030.692,0.05914457,108030.692,115747.17,-130.39650664,-0.02,-142.01486146,-0.02840297,STOP_LOSS,94,BULL_TREND,"BULL_TREND: state_conf=0.70, trend_strength=1.00, adx=29.4, hurst=1.00"
baseline,BT-202506141600-60,SHORT,2025-06-14T16:00:00+00:00,2025-06-16T07:30:00+00:00,104783.4,106879.068,0.00567091,106879.068,99544.23,-11.88434462,-0.02,-12.96463392,-0.00259293,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=0.89, trend_strength=1.00, adx=25.5, hurst=1.00"
baseline,BT-202507080000-61,LONG,2025-07-08T00:00:00+00:00,2025-07-10T17:30:00+00:00,108203.9,113614.095,0.01697474,106039.822,113614.095,91.83665347,0.05,88.44789933,0.01768958,TAKE_PROFIT,93,BULL_TREND,"BULL_TREND: state_conf=0.77, trend_strength=1.00, adx=15.0, hurst=1.00"
baseline,BT-202507120400-62,LONG,2025-07-12T04:00:00+00:00,2025-07-15T04:00:00+00:00,117730.0,117209.2,0.054951,115375.4,123616.5,-28.6184808,-0.00442368,-40.2376161,-0.00804752,MAX_DURATION,95,BULL_TREND,"BULL_TREND: state_conf=1.00, trend_strength=1.00, adx=46.1, hurst=1.00"
baseline,BT-202507180000-63,LONG,2025-07-18T00:00:00+00:00,2025-07-18T20:30:00+00:00,119176.5,116792.97,0.0540439,116792.97,125135.325,-128.81525697,-0.02,-140.29272213,-0.02805854,STOP_LOSS,91,BULL_TREND,"BULL_TREND: state_conf=0.54, trend_strength=1.00, adx=25.9, hurst=1.00"
baseline,BT-202507272000-64,LONG,2025-07-27T20:00:00+00:00,2025-07-30T18:45:00+00:00,118953.3,116574.234,0.03947842,116574.234,124900.965,-93.92176676,-0.02,-102.29021496,-0.02045804,STOP_LOSS,91,BULL_TREND,"BULL_TREND: state_conf=0.64, trend_strength=1.00, adx=11.7, hurst=1.00"
baseline,BT-202507302000-65,SHORT,2025-07-30T20:00:00+00:00,2025-08-02T20:00:00+00:00,116865.2,112175.5,0.05320682,119202.504,111021.94,249.52402375,0.04012914,238.55619909,0.04771124,MAX_DURATION,95,BEAR_TREND,"BEAR_TREND: state_conf=0.86, trend_strength=1.00, adx=12.8, hurst=1.00"
baseline,BT-202508241200-66,SHORT,2025-08-24T12:00:00+00:00,2025-08-26T00:45:00+00:00,114701.9,108966.805,0.01674656,116995.938,108966.805,96.04311252,0.05,92.67201848,0.0185344,TAKE_PROFIT,95,BEAR_TREND,"BEAR_TREND: state_conf=0.82, trend_strength=1.00, adx=19.4, hurst=1.00"
baseline,BT-202508281200-67,SHORT,2025-08-28T12:00:00+00:00,2025-08-31T12:00:00+00:00,112876.5,108350.0,0.05814844,115134.03,107232.675,263.20891366,0.04010135,251.63138803,0.05032628,MAX_DURATION,93,BEAR_TREND,"BEAR_TREND: state_conf=0.71, trend_strength=1.00, adx=21.7, hurst=1.00"
baseline,BT-202509010400-68,SHORT,2025-09-01T04:00:00+00:00,2025-09-01T08:00:00+00:00,107619.1,109771.482,0.06343485,109771.482,102238.145,-136.53602931,-0.02,-148.94718168,-0.02978944,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=0.87, trend_strength=1.00, adx=21.6, hurst=1.00"
